feature_id,area,feature_name,user_story,expected_behaviour,how_to_test,spec_ref,code_ref,status,error_notes,fix_ref,retest_status
output-json-stdout-only-schema,output,stdout contains exactly one JSON document; diagnostics never pollute stdout,"As a user piping `resume --json` into `jq`, I want stdout to be pure JSON with all diagnostics routed to stderr instead.","`print_diagnostics` writes via `eprintln!` (src/app.rs (print_diagnostics)) and is called before `print_json`'s single `println!` of the serialized document (src/app.rs (dispatch), 814-854 (print_json)).","Run `resume --json 2>resume.errors | jq.` on a fixture that also produces diagnostics, and confirm `jq` parses stdout successfully with no extra lines, while resume.errors captures the diagnostics separately.",§7 Diagnostics,src/app.rs:1227 (print_diagnostics); src/app.rs:1186 (print_json),Pass,,,Pass
output-json-sorted-sessions,output,"JSON sessions array reflects the deterministic post-discovery sort, not interactive picker order","As a tool author, I want the --json sessions array to be in a stable, deterministic order across runs (same inputs), even though the interactive picker's visible order can differ while streaming.",`discover_all` sorts collected records via `crate::session::compare_sessions` before either printer runs (src/app.rs); docs/json-schema.md explicitly notes 'This does not imply an exact global visible order in the asynchronously loaded interactive picker.',Run `resume --json` twice in a row against the same unmodified fixtures and confirm the `sessions` array order is identical both times.,§7 List mode,src/app.rs:229 (discover_all),Pass,,,Pass
exitcode-0-success,cli,"Exit code 0 on success (session resumed after prompt cancel, or list/json completes, or Esc)","As a user or script author, I want exit code 0 whenever resume completed a normal, non-erroring flow — including a session listing with results, a user declining confirmation, or Esc in the picker.",`EXIT_OK = 0` (src/app.rs (EXIT_OK const)) is returned by: `discovery_exit` on a non-empty or at-least-one-successful-integration --list/--json run (src/app.rs); `PickerOutcome::Cancelled` when sessions/integrations succeeded (src/app.rs); `Ok(false)` from the confirmation prompt (src/app.rs).,Run `resume --list` with discoverable sessions and confirm `$?` is 0; press Esc in the interactive picker and confirm `$?` is 0; decline a confirmation prompt and confirm `$?` is 0.,§6 Exit status,src/app.rs:1308 (discovery_exit); src/app.rs:31 (EXIT_OK),Pass,,,Pass
exitcode-1-error,cli,"Exit code 1 on operational error (all integrations failed, revalidation failure, exec failure, preflight failure in production path)","As a script author, I want exit code 1 to mean 'something went wrong operationally' distinct from a usage mistake (2) or interrupt (130).","`EXIT_ERROR = 1` (src/app.rs (EXIT_ERROR const)) is returned by: `discovery_exit` when zero integrations succeeded and zero sessions found (src/app.rs); `resume_selected` on revalidation failure or exec failure (src/app.rs,345); `run_interactive`'s `PreflightFailed`/`InternalError` branches (src/app.rs); `PickerOutcome::Cancelled` with zero sessions and zero successful integrations (src/app.rs).","Force every integration to fail root resolution and run `resume --list`; separately, remove an agent's CLI from PATH after selecting its session and confirm both scenarios exit 1.",§6 Exit status,src/app.rs:1308 (discovery_exit); src/app.rs:32 (EXIT_ERROR),Pass,,,Pass
exitcode-2-usage,cli,"Exit code 2 on usage errors (bad flags, config errors, missing directory, unknown agent, selected session unavailable)","As a script author, I want exit code 2 reserved for user/config mistakes I can fix by changing my invocation, distinct from operational failures.","`EXIT_USAGE = 2` (src/app.rs) is returned by: config load failure — now routed through the unified error catalog `errors::E1004.report_with(error).emit()` (src/app.rs; E1004's exit_code is 2, src/errors.rs, so the observable exit code is unchanged even though the internal mechanism moved to the four-line Report block); `effective_options` errors incl. unknown agent (src/app.rs, bare `resume: unknown agent ""x""` message — E1005 is reserved-not-wired); Scope build failure incl. missing directory (src/app.rs, bare message — E3004 is reserved-not-wired); `resume_selected`'s unsupported-session-selected check (src/app.rs, now emits the four-line E3003 WORKSPACE_UNAVAILABLE block, exit_code 2); clap itself for malformed flags exits 2 independently.",Run `resume --list --agent bogus` and `resume /nonexistent` and confirm both exit 2; run `resume --config /bad/config.toml --list` where the config fails to parse and confirm exit 2.,§6 Exit status,src/errors.rs:263 (exit_code); src/app.rs:167 (effective_options); src/errors.rs:186 (E1004),Pass,,,Pass
exitcode-130-interrupt,cli,Exit code 130 exclusively on Ctrl-C interrupt of the interactive picker,"As a script author, I want the conventional SIGINT exit code 130 reserved specifically for a hard Ctrl-C interrupt of the picker, not for Esc or ordinary errors.","`EXIT_INTERRUPT = 130` (src/app.rs (EXIT_INTERRUPT const)) is returned only by `PickerOutcome::Interrupted` in `run_interactive` (src/app.rs (Interrupted arm)), which itself is only produced by `classify` detecting `SkimKey::Ctrl('c')` as the final key (src/picker.rs (classify), (is_interrupt)).","Press Ctrl-C in the interactive picker and confirm `$?` is exactly 130; confirm no other code path (list/json/config errors, Esc, confirmation decline) ever produces 130.",§6 Exit status,src/picker.rs:313 (classify); src/app.rs:34 (EXIT_INTERRUPT); src/app.rs:270 (run_interactive),Pass,,,Pass
pi-root-resolution-env,pi,Pi agent root resolution: PI_CODING_AGENT_DIR overrides default ~/.pi/agent,"As a Pi user with a nonstandard agent root, I want resume to honor PI_CODING_AGENT_DIR so discovery looks in the right place.","`agent_root` returns `inputs.agent_dir_env.clone()` when set, else `home.join("".pi/agent"")` (src/integration/pi/roots.rs (fn agent_root); DEFAULT_AGENT_ROOT_RELATIVE const at src/integration/pi.rs).","Set PI_CODING_AGENT_DIR to a custom path containing pi session fixtures, run `resume --list --agent pi`, and confirm sessions from that custom root appear.",§2 Agent profiles and roots,src/integration/pi/roots.rs:115 (agent_root); src/integration/pi.rs:32 (roots); src/integration/pi.rs:42 (DEFAULT_AGENT_ROOT_RELATIVE),Pass,,,Pass
pi-session-dir-precedence,pi,Pi session root precedence: session-dir flag > PI_CODING_AGENT_SESSION_DIR > settings.json sessionDir > default,"As a Pi user with a custom session storage location, I want resume to resolve it using the same precedence Pi itself uses.","`resolve()` checks `session_dir_flag`, then `session_dir_env` (PI_CODING_AGENT_SESSION_DIR), then `settings_dir(settings)` from a parsed settings.json `sessionDir` key, then falls back to `<agent_root>/sessions` (src/integration/pi/roots.rs (fn resolve, precedence chain)).",Set only PI_CODING_AGENT_SESSION_DIR to a custom directory with pi fixtures and confirm resume discovers sessions there instead of the default `<agent-root>/sessions`; then also set settings.json sessionDir differently and confirm the env var still wins.,§2 Agent profiles and roots,src/integration/pi/roots.rs:79 (resolve); src/integration/pi/roots.rs:127 (settings_dir),Pass,,,Pass
pi-resume-spec-exact,pi,"Pi Resume spec is exactly `pi --session <absolute-jsonl-path>`, never --session-id","As a Pi user, I want resume's exact resume command to match Pi's own safest resume mechanism, using the transcript path rather than a possibly-ambiguous ID flag.","`ParsedSession::resume_spec` builds argv `[""--session"", <absolute-jsonl-path>]`, adding `[""--session-dir"", <root>]` only when `roots.custom_session_root` is true, and explicitly never uses `--session-id` (src/integration/pi/resume.rs; doc comment at src/integration/pi.rs).","Resume a pi session with a fake `pi` executable that echoes its argv and confirm it receives exactly `--session <path>` (plus `--session-dir <root>` only for a custom session root), never `--session-id`.",§2 Agent profiles and roots,src/integration/pi/resume.rs:20 (resume_spec); src/integration/pi.rs:32 (roots); src/integration/pi.rs:31 (resume),Pass,,,Pass
pi-title-precedence,pi,"Pi session title precedence: session_info.name, else summary of first human message","As a Pi user, I want the picker to show a meaningful title for each session, preferring an explicit name Pi set, falling back to a summary of what I actually typed.","`ParsedSession::title()` returns the trimmed `session_info_name` if non-empty, else `summary::summarize_texts` over `self.messages` (src/integration/pi/format.rs).",Discover a pi session with a `session_info.name` record and confirm the picker/--list title matches it exactly; discover another with no session_info but a first user message and confirm the title is a truncated summary of that message.,§3 Titles and summaries,src/integration/pi/format.rs:10 (title),Pass,,,Pass
pi-activity-positive-evidence-only,pi,"Pi Active status requires validated stable-ID + transcript-path association; absence is Unknown, never Inactive","As a Pi user, I want resume to only claim a session is Active when it has real corroborating evidence (matching session-control ID and path), never guess based on process presence alone.","`activity_status` returns `Active { observed_at }` only if `control_evidence` is `Some` and `evidence.matches(parsed)` (session_id equality plus canonicalized transcript path equality), else `Unknown` — never `Inactive` (src/integration/pi/resume.rs (activity_status), (SessionControlEvidence + matches)).",Feed `activity_status` a mismatched or absent SessionControlEvidence and confirm the result is Unknown; feed a genuinely matching one and confirm Active with the evidence's observed_at.,§6 Active Sessions,src/integration/pi/resume.rs:57 (activity_status); src/integration/pi/resume.rs:84 (matches),Pass,,,Pass
